cntry_code,cntry_name,market_value_residence_2003,market_value_nationality_2003,mv_difference_nat_vs_res_2003,market_value_residence_2004,market_value_nationality_2004,mv_difference_nat_vs_res_2004,market_value_residence_2005,market_value_nationality_2005,mv_difference_nat_vs_res_2005,market_value_residence_2006,market_value_nationality_2006,mv_difference_nat_vs_res_2006,market_value_residence_2007,market_value_nationality_2007,mv_difference_nat_vs_res_2007,market_value_residence_2008,market_value_nationality_2008,mv_difference_nat_vs_res_2008,market_value_residence_2009,market_value_nationality_2009,mv_difference_nat_vs_res_2009,market_value_residence_2010,market_value_nationality_2010,mv_difference_nat_vs_res_2010,market_value_residence_2011,market_value_nationality_2011,mv_difference_nat_vs_res_2011,market_value_residence_2012,market_value_nationality_2012,mv_difference_nat_vs_res_2012,market_value_residence_2013,market_value_nationality_2013,mv_difference_nat_vs_res_2013,market_value_residence_2014,market_value_nationality_2014,mv_difference_nat_vs_res_2014,market_value_residence_2015,market_value_nationality_2015,mv_difference_nat_vs_res_2015,market_value_residence_2016,market_value_nationality_2016,mv_difference_nat_vs_res_2016,market_value_residence_2017,market_value_nationality_2017,mv_difference_nat_vs_res_2017,market_value_residence_2018,market_value_nationality_2018,mv_difference_nat_vs_res_2018,market_value_residence_2019,market_value_nationality_2019,mv_difference_nat_vs_res_2019,market_value_residence_2020,market_value_nationality_2020,mv_difference_nat_vs_res_2020,market_value_residence_2021,market_value_nationality_2021,mv_difference_nat_vs_res_2021,market_value_residence_2022,market_value_nationality_2022,mv_difference_nat_vs_res_2022,market_value_residence_2023,market_value_nationality_2023,mv_difference_nat_vs_res_2023,market_value_residence_2024,market_value_nationality_2024,mv_difference_nat_vs_res_2024
47201,WEST BANK AND GAZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,25,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50105,ALGERIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50202,ANGOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50504,BOTSWANA,3,3,0,3,3,0,3,3,0,4,3,-1,5,3,-2,11,9,-2,40,40,0,45,45,0,63,63,0,66,66,0,68,68,0,98,98,0,78,78,0,48,48,0,45,45,0,39,39,0,30,30,0,17,17,0,16,16,0,7,7,0,7,7,0,5,5,0
50806,BURUNDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51004,CAMEROON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,-1,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51209,"CAPE VERDE, REPUBLIC OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51306,CENTRAL AFRICAN REPUBLIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51403,CHAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51519,COMOROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51608,CONGO (BRAZZAVILLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51705,CONGO (KINSHASA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51802,BENIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51942,EQUATORIAL GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52019,ERITREA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52108,ETHIOPIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52302,DJIBOUTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52418,GABON,4,4,0,6,6,0,7,7,0,7,7,0,17,17,0,5,5,0,6,6,0,5,5,0,6,6,0,9,9,0,20,20,0,11,11,0,4,4,0,3,3,0,3,3,0,6,6,0,7,7,0,8,8,0,7,7,0,12,10,-2,9,9,0,4,4,0
52507,"GAMBIA, THE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52604,GHANA,349,349,0,3,3,0,2,2,0,2,2,0,20,20,0,15,15,0,15,15,0,32,32,0,35,35,0,50,50,0,140,140,0,66,66,0,45,45,0,22,34,13,44,52,7,118,117,-1,81,82,1,60,55,-5,56,80,24,27,40,13,43,53,10,67,85,17
52701,GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53007,COTE D'IVOIRE (IVORY COAST),0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,3,3,0,5,5,0,5,5,0,9,9,0,7,7,0,5,5,0,5,5,0,6,6,0,54,7,-47,11,11,0,14,14,0,25,25,0,17,17,0,23,25,2,24,25,1
53104,KENYA,6,6,0,2,2,0,3,3,0,7,7,0,24,24,0,32,32,0,95,94,-1,187,179,-8,214,207,-7,436,411,-25,787,758,-28,1038,1038,0,803,783,-20,882,863,-19,1179,1167,-12,841,832,-9,1175,1168,-7,919,916,-3,877,877,0,395,395,0,130,130,0,112,112,0
53155,LESOTHO,2,2,0,25,20,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53201,LIBERIA,2589,236,-2353,5866,559,-5307,5172,551,-4621,4253,108,-4145,5053,308,-4745,1834,167,-1667,2153,128,-2025,3535,198,-3338,2103,90,-2013,2766,39,-2727,3575,7,-3568,8664,2,-8662,11636,0,-11636,10193,0,-10193,14741,0,-14741,11800,0,-11799,17426,0,-17426,11873,0,-11873,14644,0,-14644,10238,0,-10237,25035,0,-25035,45562,0,-45562
53309,LIBYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53392,SOUTH SUDAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53406,MADAGASCAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,0,0,2,0,-2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53503,MALAWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,4,4,0,1,1,0,3,3,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53589,MALI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53708,MAURITANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53805,MAURITIUS,5,5,0,15,15,0,23,23,0,117,117,0,410,133,-277,163,50,-113,506,88,-418,1282,151,-1131,1513,307,-1205,1838,613,-1225,2759,1573,-1186,2225,825,-1400,1891,1310,-581,2187,940,-1246,2415,884,-1531,1787,621,-1166,1732,749,-983,2082,763,-1319,2631,1262,-1368,1784,528,-1256,2779,806,-1973,4900,839,-4061
54003,MOROCCO,16,16,0,89,89,0,231,231,0,268,268,0,331,331,0,349,349,0,246,246,0,383,383,0,353,353,0,523,523,0,399,397,-2,529,529,0,427,427,0,579,579,0,487,487,0,355,355,0,349,349,0,281,275,-6,205,205,0,146,147,1,112,122,10,92,104,12
54089,MOZAMBIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54127,NAMIBIA,0,0,0,1,1,0,1,1,0,2,2,0,3,3,0,3,3,0,4,4,0,1,1,0,2,2,0,1,1,0,5,5,0,46,46,0,1,44,43,72,72,0,231,231,0,318,318,0,153,153,0,100,100,0,29,29,0,15,15,0,13,13,0,11,11,0
54208,NIGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
54305,NIGERIA,30,30,0,6,6,0,4,4,0,10,10,0,231,231,0,91,91,0,257,257,0,667,674,8,804,805,2,1772,1772,0,2528,2688,160,2243,2292,49,1456,1489,33,919,974,55,1294,1376,82,1029,1060,31,875,853,-21,593,609,15,521,547,25,360,385,25,285,315,30,177,202,25
54402,GUINEA-BISSAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54607,REUNION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54704,ZIMBABWE,13,13,0,14,14,0,32,32,0,135,135,0,157,157,0,40,32,-9,35,35,0,46,15,-30,43,12,-30,98,29,-69,147,51,-96,123,63,-60,65,65,0,42,42,0,64,26,-38,127,68,-59,9,6,-3,12,12,0,27,27,0,28,28,0,3,3,0,1,1,0
55018,RWANDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,6,0,4,4,0,5,5,0,4,4,0,3,3,0,4,4,0
55107,SAINT HELENA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55204,SAO TOME AND PRINCIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55301,SENEGAL,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,3,3,0,21,21,0,18,18,0,4,4,0,20,20,0,43,43,0,47,47,0,24,24,0,33,33,0,31,31,0,17,17,0,15,15,0,16,16,0,15,15,0,17,17,0,15,15,0
55409,SEYCHELLES,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55506,SIERRA LEONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55603,SOMALIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55719,SOUTH AFRICA,15098,15114,16,21572,21496,-76,31564,31546,-18,39421,39408,-13,48893,48896,3,29481,29511,30,44473,44504,32,69795,69907,111,57844,57907,62,70213,70291,78,63864,63995,131,70862,70881,18,54086,56591,2505,66458,69068,2610,99582,99931,349,75104,75731,627,69042,69667,625,64484,65071,587,55167,56089,922,50057,50818,761,45148,48194,3047,45479,49460,3981
56006,WESTERN SAHARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56103,SUDAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56219,SWAZILAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,3,3,0,0,0,0,412,0,-411,490,0,-490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56405,TANZANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,68,68,0,54,54,0,44,44,0,37,37,0,35,35,0,28,28,0,29,29,0,59,59,0,48,48,0,58,58,0
56502,TOGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,8,0,-8,2,0,-2,0,0,0,17,0,-17,51,51,0,136,136,0,52,0,-52,27,0,-27,31,0,-31,20,0,-20,16,0,-16,25,0,-25,25,0,-25,30,0,-30,25,0,-25
56707,TUNISIA,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,8,8,0,12,12,0,14,14,0,28,28,0,31,31,0,50,50,0,61,61,0,78,78,0,61,61,0,44,44,0,32,32,0,33,33,0,25,25,0,17,17,0,15,15,0,9,9,0,9,9,0
56804,UGANDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,17,17,0,32,32,0,14,14,0,12,12,0,9,9,0,11,11,0,11,11,0,13,13,0,12,12,0,12,12,0,16,16,0,25,25,0
57002,EGYPT,515,781,266,1092,1214,122,2562,2856,294,4344,4705,361,8864,9333,469,2565,2595,30,4116,4116,0,5113,5113,0,2723,2723,0,3266,3266,0,2106,2106,0,3417,3404,-12,2706,2700,-6,2247,2250,3,2938,2945,7,2816,2931,115,3734,3832,98,2596,2691,94,2846,2965,118,1643,1703,60,2003,2037,34,1620,1699,79
57118,BURKINA FASO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
57207,ZAMBIA,5,5,0,2,0,-2,11,7,-4,16,13,-3,75,73,-1,35,34,-1,46,46,0,44,44,0,15,13,-2,10,10,0,14,9,-5,33,28,-5,26,24,-3,9,9,0,8,4,-4,5,3,-2,3,3,0,2,2,0,3,3,0,3,3,0,2,2,0,1,1,0
60089,AUSTRALIA,45316,44975,-341,56016,55935,-81,70317,70169,-148,100754,101557,803,133971,135351,1380,60650,61428,778,119008,120562,1554,144152,145588,1436,118085,120162,2077,133726,135955,2229,130791,133809,3017,132630,133586,956,123602,125247,1645,144773,146231,1457,181438,185764,4326,164238,168262,4025,173067,181724,8657,202450,219072,16622,223696,268859,45163,236884,243705,6821,247391,253083,5692,220796,226303,5507
60119,WALLIS AND FUTUNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60208,BRITISH INDIAN OCEAN TERRITORY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60305,FEDERATED STATES OF MICRONESIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60402,COOK ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,10,0,-10,12,0,-12,0,0,0,0,0,0,0,0,0,0,0,0
60518,TUVALU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60526,KIRIBATI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60607,FIJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60704,FRENCH POLYNESIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61204,MARSHALL ISLANDS,622,41,-581,3616,426,-3190,4863,505,-4358,6680,559,-6121,12163,1817,-10346,4599,932,-3667,5391,210,-5180,6605,472,-6134,4061,249,-3812,5558,1293,-4265,13778,3912,-9867,14868,1973,-12895,10158,2245,-7913,8027,2066,-5961,8135,2239,-5896,6154,720,-5434,9632,209,-9422,6241,27,-6214,10761,200,-10560,12809,56,-12752,11667,42,-11625,9036,27,-9009
61301,NAURU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61409,NEW CALEDONIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61603,VANUATU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61689,NEW ZEALAND,3750,3750,0,4611,4611,0,4586,4586,0,4619,4619,0,3823,3828,5,1630,1630,0,2613,2612,-2,2900,2898,-2,2978,2977,-2,3547,3545,-2,4341,4339,-3,6002,5997,-5,6639,6639,0,7365,7320,-45,9450,9425,-25,10361,10317,-44,13044,13004,-40,16855,13038,-3817,14479,10663,-3816,9956,8807,-1149,10291,8141,-2151,10479,7709,-2771
61751,PAPUA NEW GUINEA,228,176,-52,310,215,-95,782,570,-212,1297,1174,-123,2429,2189,-240,1820,1471,-349,2802,2049,-753,1310,13,-1297,1355,10,-1344,1479,15,-1465,1672,24,-1648,1562,10,-1552,1616,8,-1608,1790,6,-1784,1958,9,-1949,1552,5,-1546,1739,1,-1738,897,0,-897,2,0,-2,2,0,-2,1,1,0,12,6,-5
61808,NIUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62103,PITCAIRN ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62219,SAINT PIERRE AND MIQUELON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62308,SOLOMON ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62405,TOKELAU ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62448,TONGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62502,PALAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62618,SAMOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79995,TOTAL INTERNATIONAL & REGIONAL ORGANIZATIONS,366,366,0,372,372,0,21,21,0,327,327,0,366,366,0,303,303,0,277,277,0,380,9,-371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,139,139,0,588,588,0,8,8,0,6,6,0,4,4,0,2,2,0,519,519,0,795,795,0
99996,GRAND TOTAL,2006253,2006253,0,2497121,2497121,0,3223739,3223739,0,4165560,4165560,0,4956133,4956133,0,2541430,2541430,0,3704777,3704777,0,4326851,4326851,0,3786421,3786421,0,4487065,4487065,0,5715494,5715494,0,5743877,5743877,0,5758677,5758677,0,5917657,5917657,0,7851484,7851484,0,6654871,6654871,0,8031790,8031790,0,8948166,8948166,0,9873373,9873373,0,8169959,8169959,0,9221330,9221330,0,9667043,9667043,0
